expiry,strike,type,close
3/10/2021,14200,Call,1650
3/10/2021,14200,Put,0.4
3/10/2021,14300,Call,1550
3/10/2021,14300,Put,0.5
3/10/2021,14400,Call,1450
3/10/2021,14400,Put,0.5
3/10/2021,14500,Call,1350
3/10/2021,14500,Put,0.8
3/10/2021,14600,Call,1250
3/10/2021,14600,Put,1
3/10/2021,14700,Call,1150
3/10/2021,14700,Put,1
3/10/2021,14800,Call,1050
3/10/2021,14800,Put,1.6
3/10/2021,14900,Call,950
3/10/2021,14900,Put,1.6
3/10/2021,15000,Call,850
3/10/2021,15000,Put,1.9
3/10/2021,15100,Call,750
3/10/2021,15100,Put,2.7
3/10/2021,15200,Call,650
3/10/2021,15200,Put,4.5
3/10/2021,15300,Call,555
3/10/2021,15300,Put,8.3
3/10/2021,15400,Call,460
3/10/2021,15400,Put,14
3/10/2021,15450,Call,413
3/10/2021,15450,Put,18.5
3/10/2021,15500,Call,367
3/10/2021,15500,Put,25
3/10/2021,15550,Call,322
3/10/2021,15550,Put,31.5
3/10/2021,15600,Call,285
3/10/2021,15600,Put,39.5
3/10/2021,15650,Call,249
3/10/2021,15650,Put,52
3/10/2021,15700,Call,207
3/10/2021,15700,Put,65
3/10/2021,15750,Call,174
3/10/2021,15750,Put,79
3/10/2021,15800,Call,141
3/10/2021,15800,Put,98
3/10/2021,15850,Call,115
3/10/2021,15850,Put,120
3/10/2021,15900,Call,90
3/10/2021,15900,Put,144
3/10/2021,15950,Call,69
3/10/2021,15950,Put,174
3/10/2021,16000,Call,52
3/10/2021,16000,Put,207
3/10/2021,16050,Call,37
3/10/2021,16050,Put,240
3/10/2021,16100,Call,25.5
3/10/2021,16100,Put,281
3/10/2021,16150,Call,17
3/10/2021,16150,Put,321
3/10/2021,16200,Call,11
3/10/2021,16200,Put,366
3/10/2021,16250,Call,7.3
3/10/2021,16250,Put,415
3/10/2021,16300,Call,4.9
3/10/2021,16300,Put,460
3/10/2021,16350,Call,3.5
3/10/2021,16350,Put,510
3/10/2021,16400,Call,2.5
3/10/2021,16400,Put,560
3/10/2021,16450,Call,1.7
3/10/2021,16450,Put,610
3/10/2021,16500,Call,1.4
3/10/2021,16500,Put,660
3/10/2021,16550,Call,1.1
3/10/2021,16550,Put,710
3/10/2021,16600,Call,0.8
3/10/2021,16600,Put,760
3/10/2021,16650,Call,0.8
3/10/2021,16650,Put,810
3/10/2021,16700,Call,0.6
3/10/2021,16700,Put,860
3/10/2021,16800,Call,0.5
3/10/2021,16800,Put,960
3/10/2021,16900,Call,0.4
3/10/2021,16900,Put,1060
3/10/2021,17000,Call,0.3
3/10/2021,17000,Put,1160
3/10/2021,17100,Call,0.2
3/10/2021,17100,Put,1260
3/10/2021,17200,Call,0.2
3/10/2021,17200,Put,1360
3/10/2021,17300,Call,0.1
3/10/2021,17300,Put,1460
3/10/2021,17400,Call,0.1
3/10/2021,17400,Put,1560
3/10/2021,17500,Call,0.1
3/10/2021,17500,Put,1660
3/10/2021,17600,Call,0.1
3/10/2021,17600,Put,1760
3/10/2021,17700,Call,0.1
3/10/2021,17700,Put,1860
3/10/2021,17800,Call,0.1
3/10/2021,17800,Put,1960
3/10/2021,17900,Call,0.1
3/10/2021,17900,Put,2060
3/17/2021,9200,Call,6620
3/17/2021,9200,Put,0.1
3/17/2021,9400,Call,6420
3/17/2021,9400,Put,0.1
3/17/2021,9600,Call,6220
3/17/2021,9600,Put,0.1
3/17/2021,9800,Call,6020
3/17/2021,9800,Put,0.1
