expiry,strike,type,close
3/31/2021,14400,Call,1910
3/31/2021,14400,Put,0.3
3/31/2021,14500,Call,1810
3/31/2021,14500,Put,0.4
3/31/2021,14600,Call,1710
3/31/2021,14600,Put,0.4
3/31/2021,14700,Call,1610
3/31/2021,14700,Put,0.5
3/31/2021,14800,Call,1510
3/31/2021,14800,Put,0.7
3/31/2021,14900,Call,1410
3/31/2021,14900,Put,0.8
3/31/2021,15000,Call,1310
3/31/2021,15000,Put,0.9
3/31/2021,15100,Call,1210
3/31/2021,15100,Put,1.1
3/31/2021,15200,Call,1110
3/31/2021,15200,Put,1.3
3/31/2021,15300,Call,1010
3/31/2021,15300,Put,1.6
3/31/2021,15400,Call,910
3/31/2021,15400,Put,2
3/31/2021,15500,Call,810
3/31/2021,15500,Put,2.6
3/31/2021,15600,Call,715
3/31/2021,15600,Put,3.3
3/31/2021,15650,Call,665
3/31/2021,15650,Put,4.1
3/31/2021,15700,Call,620
3/31/2021,15700,Put,4.8
3/31/2021,15750,Call,570
3/31/2021,15750,Put,5.2
3/31/2021,15800,Call,520
3/31/2021,15800,Put,7.2
3/31/2021,15850,Call,472
3/31/2021,15850,Put,9.5
3/31/2021,15900,Call,428
3/31/2021,15900,Put,12
3/31/2021,15950,Call,378
3/31/2021,15950,Put,15
3/31/2021,16000,Call,334
3/31/2021,16000,Put,19.5
3/31/2021,16050,Call,288
3/31/2021,16050,Put,25.5
3/31/2021,16100,Call,249
3/31/2021,16100,Put,33.5
3/31/2021,16150,Call,211
3/31/2021,16150,Put,44
3/31/2021,16200,Call,175
3/31/2021,16200,Put,56
3/31/2021,16250,Call,139
3/31/2021,16250,Put,72
3/31/2021,16300,Call,110
3/31/2021,16300,Put,92
3/31/2021,16350,Call,84
3/31/2021,16350,Put,116
3/31/2021,16400,Call,62
3/31/2021,16400,Put,144
3/31/2021,16450,Call,43.5
3/31/2021,16450,Put,179
3/31/2021,16500,Call,30.5
3/31/2021,16500,Put,214
3/31/2021,16550,Call,20
3/31/2021,16550,Put,258
3/31/2021,16600,Call,13
3/31/2021,16600,Put,298
3/31/2021,16650,Call,8.2
3/31/2021,16650,Put,345
3/31/2021,16700,Call,5
3/31/2021,16700,Put,392
3/31/2021,16800,Call,1.6
3/31/2021,16800,Put,490
3/31/2021,16900,Call,0.8
3/31/2021,16900,Put,590
3/31/2021,17000,Call,0.2
3/31/2021,17000,Put,690
3/31/2021,17100,Call,0.2
3/31/2021,17100,Put,790
3/31/2021,17200,Call,0.1
3/31/2021,17200,Put,890
3/31/2021,17300,Call,0.1
3/31/2021,17300,Put,990
3/31/2021,17400,Call,0.1
3/31/2021,17400,Put,1090
3/31/2021,17500,Call,0.1
