expiry,strike,type,close
3/31/2021,14500,Call,1520
3/31/2021,14500,Put,1.5
3/31/2021,14600,Call,1420
3/31/2021,14600,Put,1.9
3/31/2021,14700,Call,1320
3/31/2021,14700,Put,2.1
3/31/2021,14800,Call,1220
3/31/2021,14800,Put,2.5
3/31/2021,14900,Call,1120
3/31/2021,14900,Put,3.1
3/31/2021,15000,Call,1020
3/31/2021,15000,Put,3.8
3/31/2021,15100,Call,920
3/31/2021,15100,Put,5.4
3/31/2021,15200,Call,820
3/31/2021,15200,Put,7.7
3/31/2021,15300,Call,725
3/31/2021,15300,Put,10.5
3/31/2021,15400,Call,630
3/31/2021,15400,Put,15.5
3/31/2021,15500,Call,535
3/31/2021,15500,Put,22
3/31/2021,15600,Call,449
3/31/2021,15600,Put,33.5
3/31/2021,15700,Call,360
3/31/2021,15700,Put,46.5
3/31/2021,15750,Call,324
3/31/2021,15750,Put,56
3/31/2021,15800,Call,286
3/31/2021,15800,Put,67
3/31/2021,15850,Call,245
3/31/2021,15850,Put,80
3/31/2021,15900,Call,211
3/31/2021,15900,Put,95
3/31/2021,15950,Call,178
3/31/2021,15950,Put,114
3/31/2021,16000,Call,149
3/31/2021,16000,Put,133
3/31/2021,16050,Call,121
3/31/2021,16050,Put,156
3/31/2021,16100,Call,98
3/31/2021,16100,Put,180
3/31/2021,16150,Call,76
3/31/2021,16150,Put,208
3/31/2021,16200,Call,58
3/31/2021,16200,Put,242
3/31/2021,16250,Call,43.5
3/31/2021,16250,Put,280
3/31/2021,16300,Call,31.5
3/31/2021,16300,Put,313
3/31/2021,16350,Call,21.5
3/31/2021,16350,Put,354
3/31/2021,16400,Call,14.5
3/31/2021,16400,Put,402
3/31/2021,16450,Call,10
3/31/2021,16450,Put,446
3/31/2021,16500,Call,6.7
3/31/2021,16500,Put,495
3/31/2021,16550,Call,4.5
3/31/2021,16550,Put,540
3/31/2021,16600,Call,3
3/31/2021,16600,Put,590
3/31/2021,16650,Call,2.1
3/31/2021,16650,Put,640
3/31/2021,16700,Call,1.5
3/31/2021,16700,Put,690
3/31/2021,16800,Call,0.9
3/31/2021,16800,Put,790
3/31/2021,16900,Call,0.6
3/31/2021,16900,Put,890
3/31/2021,17000,Call,0.6
3/31/2021,17000,Put,990
3/31/2021,17100,Call,0.1
3/31/2021,17100,Put,1090
3/31/2021,17200,Call,0.1
3/31/2021,17200,Put,1190
3/31/2021,17300,Call,0.1
3/31/2021,17300,Put,1290
3/31/2021,17400,Call,0.1
3/31/2021,17400,Put,1390
3/31/2021,17500,Call,0.1
3/31/2021,17500,Put,1490
3/31/2021,17600,Call,0.1
3/31/2021,17600,Put,1590
3/31/2021,17700,Call,0.1
3/31/2021,17700,Put,1690
3/31/2021,17800,Call,0.1
3/31/2021,17800,Put,1790
4/21/2021,12800,Call,3190
4/21/2021,12800,Put,5.4
4/21/2021,12900,Call,3090
4/21/2021,12900,Put,5.6
4/21/2021,13000,Call,2990
4/21/2021,13000,Put,5.9
4/21/2021,13100,Call,2890
4/21/2021,13100,Put,6.8
4/21/2021,13200,Call,2790
4/21/2021,13200,Put,7.3
4/21/2021,13300,Call,2690
4/21/2021,13300,Put,8.5
4/21/2021,13400,Call,2590
4/21/2021,13400,Put,9.7
4/21/2021,13500,Call,2490
4/21/2021,13500,Put,10
4/21/2021,13600,Call,2390
4/21/2021,13600,Put,11
4/21/2021,13700,Call,2290
4/21/2021,13700,Put,12
4/21/2021,13800,Call,2190
4/21/2021,13800,Put,13.5
4/21/2021,13900,Call,2100
4/21/2021,13900,Put,15.5
4/21/2021,14000,Call,2000
4/21/2021,14000,Put,18
4/21/2021,14100,Call,1900
4/21/2021,14100,Put,19.5
4/21/2021,14200,Call,1800
4/21/2021,14200,Put,21.5
4/21/2021,14300,Call,1710
4/21/2021,14300,Put,25
4/21/2021,14400,Call,1610
4/21/2021,14400,Put,28
4/21/2021,14500,Call,1510
4/21/2021,14500,Put,33
4/21/2021,14600,Call,1420
4/21/2021,14600,Put,37
4/21/2021,14700,Call,1320
4/21/2021,14700,Put,43
4/21/2021,14800,Call,1230
4/21/2021,14800,Put,51
4/21/2021,14900,Call,1140
4/21/2021,14900,Put,59
4/21/2021,15000,Call,1050
4/21/2021,15000,Put,69
4/21/2021,15100,Call,960
4/21/2021,15100,Put,77
4/21/2021,15200,Call,875
4/21/2021,15200,Put,91
4/21/2021,15300,Call,790
4/21/2021,15300,Put,105
4/21/2021,15400,Call,705
4/21/2021,15400,Put,123
4/21/2021,15500,Call,625
4/21/2021,15500,Put,143
4/21/2021,15600,Call,545
4/21/2021,15600,Put,168
4/21/2021,15700,Call,475
4/21/2021,15700,Put,193
4/21/2021,15800,Call,405
4/21/2021,15800,Put,225
4/21/2021,15900,Call,346
4/21/2021,15900,Put,260
4/21/2021,16000,Call,285
4/21/2021,16000,Put,304
4/21/2021,16100,Call,230
4/21/2021,16100,Put,350
4/21/2021,16200,Call,186
4/21/2021,16200,Put,406
4/21/2021,16300,Call,145
4/21/2021,16300,Put,462
4/21/2021,16400,Call,112
4/21/2021,16400,Put,525
4/21/2021,16500,Call,85
4/21/2021,16500,Put,605
4/21/2021,16600,Call,63
4/21/2021,16600,Put,680
4/21/2021,16700,Call,48
4/21/2021,16700,Put,765
4/21/2021,16800,Call,34.5
4/21/2021,16800,Put,850
4/21/2021,16900,Call,26
4/21/2021,16900,Put,950
4/21/2021,17000,Call,19.5
4/21/2021,17000,Put,1040
4/21/2021,17100,Call,14.5
4/21/2021,17100,Put,1130
4/21/2021,17200,Call,11
4/21/2021,17200,Put,1230
4/21/2021,17300,Call,8.6
4/21/2021,17300,Put,1330
4/21/2021,17400,Call,6.8
4/21/2021,17400,Put,1430
4/21/2021,17500,Call,5.6
4/21/2021,17500,Put,1520
4/21/2021,17600,Call,4.5
4/21/2021,17600,Put,1620
4/21/2021,17700,Call,3.9
4/21/2021,17700,Put,1720
4/21/2021,17800,Call,3.5
4/21/2021,17800,Put,1820
4/21/2021,17900,Call,3.1
4/21/2021,17900,Put,1920
4/21/2021,18000,Call,3
4/21/2021,18000,Put,2020
4/21/2021,18100,Call,2.6
