expiry,strike,type,close
1/13/2021,13400,Call,1840
1/13/2021,13400,Put,1.7
1/13/2021,13500,Call,1740
1/13/2021,13500,Put,1.8
1/13/2021,13600,Call,1640
1/13/2021,13600,Put,2.2
1/13/2021,13700,Call,1540
1/13/2021,13700,Put,2.3
1/13/2021,13800,Call,1440
1/13/2021,13800,Put,2.5
1/13/2021,13900,Call,1340
1/13/2021,13900,Put,2.8
1/13/2021,14000,Call,1250
1/13/2021,14000,Put,3.2
1/13/2021,14100,Call,1150
1/13/2021,14100,Put,3.7
1/13/2021,14200,Call,1050
1/13/2021,14200,Put,4.2
1/13/2021,14300,Call,950
1/13/2021,14300,Put,5.3
1/13/2021,14400,Call,850
1/13/2021,14400,Put,6.5
1/13/2021,14500,Call,750
1/13/2021,14500,Put,8.2
1/13/2021,14550,Call,700
1/13/2021,14550,Put,9.4
1/13/2021,14600,Call,655
1/13/2021,14600,Put,11
1/13/2021,14650,Call,605
1/13/2021,14650,Put,13
1/13/2021,14700,Call,560
1/13/2021,14700,Put,15
1/13/2021,14750,Call,510
1/13/2021,14750,Put,17.5
1/13/2021,14800,Call,460
1/13/2021,14800,Put,22
1/13/2021,14850,Call,418
1/13/2021,14850,Put,27
1/13/2021,14900,Call,377
1/13/2021,14900,Put,32
1/13/2021,14950,Call,340
1/13/2021,14950,Put,40
1/13/2021,15000,Call,302
1/13/2021,15000,Put,49.5
1/13/2021,15100,Call,228
1/13/2021,15100,Put,74
1/13/2021,15200,Call,164
1/13/2021,15200,Put,111
1/13/2021,15300,Call,115
1/13/2021,15300,Put,162
1/13/2021,15400,Call,77
1/13/2021,15400,Put,225
1/13/2021,15600,Call,32.5
1/13/2021,15600,Put,388
1/13/2021,15800,Call,14
1/13/2021,15800,Put,570
1/13/2021,16000,Call,6
1/13/2021,16000,Put,765
1/13/2021,16200,Call,2.6
1/13/2021,16200,Put,960
1/13/2021,16400,Call,1.4
1/13/2021,16400,Put,1160
1/13/2021,16600,Call,0.9
1/13/2021,16600,Put,1360
1/20/2021,10600,Call,4630
1/20/2021,10600,Put,2
1/20/2021,10700,Call,4530
1/20/2021,10700,Put,2.5
1/20/2021,10800,Call,4430
1/20/2021,10800,Put,2.6
1/20/2021,10900,Call,4330
1/20/2021,10900,Put,2.9
1/20/2021,11000,Call,4230
1/20/2021,11000,Put,2.9
1/20/2021,11100,Call,4130
1/20/2021,11100,Put,3
1/20/2021,11200,Call,4030
1/20/2021,11200,Put,3.4
1/20/2021,11300,Call,3930
1/20/2021,11300,Put,3.6
1/20/2021,11400,Call,3830
1/20/2021,11400,Put,3.7
1/20/2021,11500,Call,3730
1/20/2021,11500,Put,3.8
1/20/2021,11600,Call,3630
1/20/2021,11600,Put,3.9
1/20/2021,11700,Call,3530
1/20/2021,11700,Put,4
1/20/2021,11800,Call,3430
1/20/2021,11800,Put,4.6
1/20/2021,11900,Call,3330
1/20/2021,11900,Put,4.9
1/20/2021,12000,Call,3230
1/20/2021,12000,Put,5.2
1/20/2021,12100,Call,3130
1/20/2021,12100,Put,5.4
1/20/2021,12200,Call,3030
1/20/2021,12200,Put,5.6
1/20/2021,12300,Call,2930
1/20/2021,12300,Put,5.9
1/20/2021,12400,Call,2830
1/20/2021,12400,Put,6.2
1/20/2021,12500,Call,2730
1/20/2021,12500,Put,6.8
1/20/2021,12600,Call,2630
1/20/2021,12600,Put,7.2
1/20/2021,12700,Call,2530
1/20/2021,12700,Put,7.4
1/20/2021,12800,Call,2430
1/20/2021,12800,Put,8
1/20/2021,12900,Call,2330
1/20/2021,12900,Put,8.3
1/20/2021,13000,Call,2230
1/20/2021,13000,Put,9
1/20/2021,13100,Call,2140
1/20/2021,13100,Put,9.7
1/20/2021,13200,Call,2040
1/20/2021,13200,Put,10.5
1/20/2021,13300,Call,1940
1/20/2021,13300,Put,11
1/20/2021,13400,Call,1840
1/20/2021,13400,Put,11
1/20/2021,13500,Call,1740
1/20/2021,13500,Put,12.5
1/20/2021,13600,Call,1640
1/20/2021,13600,Put,14
1/20/2021,13700,Call,1540
1/20/2021,13700,Put,14.5
1/20/2021,13800,Call,1440
1/20/2021,13800,Put,16
1/20/2021,13900,Call,1340
1/20/2021,13900,Put,17.5
1/20/2021,14000,Call,1250
1/20/2021,14000,Put,20
1/20/2021,14100,Call,1150
1/20/2021,14100,Put,22
1/20/2021,14200,Call,1050
1/20/2021,14200,Put,25
1/20/2021,14300,Call,955
1/20/2021,14300,Put,30
1/20/2021,14400,Call,855
1/20/2021,14400,Put,35
1/20/2021,14500,Call,760
1/20/2021,14500,Put,41.5
1/20/2021,14600,Call,670
1/20/2021,14600,Put,49
1/20/2021,14700,Call,580
1/20/2021,14700,Put,60
1/20/2021,14800,Call,505
1/20/2021,14800,Put,74
1/20/2021,14900,Call,420
1/20/2021,14900,Put,93
1/20/2021,15000,Call,347
1/20/2021,15000,Put,119
1/20/2021,15200,Call,223
1/20/2021,15200,Put,195
1/20/2021,15400,Call,135
1/20/2021,15400,Put,306
1/20/2021,15600,Call,80
1/20/2021,15600,Put,451
1/20/2021,15800,Call,47
1/20/2021,15800,Put,620
1/20/2021,16000,Call,28.5
1/20/2021,16000,Put,805
1/20/2021,16200,Call,17
1/20/2021,16200,Put,990
1/20/2021,16400,Call,11.5
1/20/2021,16400,Put,1190
1/20/2021,16600,Call,6.3
1/20/2021,16600,Put,1380
1/20/2021,16800,Call,5.8
1/20/2021,16800,Put,1580
1/20/2021,17000,Call,4.6
1/20/2021,17000,Put,1780
1/20/2021,17200,Call,3.6
1/20/2021,17200,Put,1980
1/20/2021,17400,Call,2.7
1/20/2021,17400,Put,2180
2/17/2021,11600,Call,3560
2/17/2021,11600,Put,15
2/17/2021,11700,Call,3460
2/17/2021,11700,Put,18
2/17/2021,11800,Call,3370
2/17/2021,11800,Put,18.5
2/17/2021,11900,Call,3270
2/17/2021,11900,Put,19
2/17/2021,12000,Call,3170
2/17/2021,12000,Put,19.5
2/17/2021,12100,Call,3070
2/17/2021,12100,Put,20
2/17/2021,12200,Call,2970
2/17/2021,12200,Put,21
2/17/2021,12300,Call,2870
2/17/2021,12300,Put,22
2/17/2021,12400,Call,2770
2/17/2021,12400,Put,23.5
2/17/2021,12500,Call,2670
2/17/2021,12500,Put,26
2/17/2021,12600,Call,2570
2/17/2021,12600,Put,27
2/17/2021,12700,Call,2470
2/17/2021,12700,Put,27.5
2/17/2021,12800,Call,2370
2/17/2021,12800,Put,28
2/17/2021,12900,Call,2280
2/17/2021,12900,Put,31
2/17/2021,13000,Call,2180
2/17/2021,13000,Put,33.5
2/17/2021,13100,Call,2080
2/17/2021,13100,Put,35
2/17/2021,13200,Call,1980
2/17/2021,13200,Put,38.5
2/17/2021,13300,Call,1890
2/17/2021,13300,Put,42
2/17/2021,13400,Call,1790
2/17/2021,13400,Put,47
2/17/2021,13500,Call,1690
2/17/2021,13500,Put,48.5
2/17/2021,13600,Call,1600
2/17/2021,13600,Put,55
2/17/2021,13700,Call,1510
2/17/2021,13700,Put,60
2/17/2021,13800,Call,1410
2/17/2021,13800,Put,68
2/17/2021,13900,Call,1320
2/17/2021,13900,Put,73
2/17/2021,14000,Call,1230
2/17/2021,14000,Put,81
2/17/2021,14100,Call,1140
2/17/2021,14100,Put,94
2/17/2021,14200,Call,1050
2/17/2021,14200,Put,106
2/17/2021,14300,Call,965
2/17/2021,14300,Put,118
2/17/2021,14400,Call,880
2/17/2021,14400,Put,133
2/17/2021,14500,Call,800
