expiry,strike,type,close
1/6/2021,13000,Call,1900
1/6/2021,13000,Put,0.4
1/6/2021,13100,Call,1800
1/6/2021,13100,Put,0.4
1/6/2021,13200,Call,1700
1/6/2021,13200,Put,0.4
1/6/2021,13300,Call,1600
1/6/2021,13300,Put,0.4
1/6/2021,13400,Call,1500
1/6/2021,13400,Put,0.5
1/6/2021,13500,Call,1400
1/6/2021,13500,Put,0.6
1/6/2021,13600,Call,1300
1/6/2021,13600,Put,0.7
1/6/2021,13700,Call,1200
1/6/2021,13700,Put,0.7
1/6/2021,13800,Call,1100
1/6/2021,13800,Put,0.8
1/6/2021,13900,Call,1000
1/6/2021,13900,Put,0.9
1/6/2021,14000,Call,900
1/6/2021,14000,Put,1.1
1/6/2021,14050,Call,850
1/6/2021,14050,Put,1.3
1/6/2021,14100,Call,800
1/6/2021,14100,Put,1.4
1/6/2021,14150,Call,750
1/6/2021,14150,Put,1.5
1/6/2021,14200,Call,700
1/6/2021,14200,Put,1.8
1/6/2021,14250,Call,650
1/6/2021,14250,Put,1.8
1/6/2021,14300,Call,600
1/6/2021,14300,Put,2.1
1/6/2021,14350,Call,550
1/6/2021,14350,Put,2.3
1/6/2021,14400,Call,500
1/6/2021,14400,Put,2.8
1/6/2021,14450,Call,452
1/6/2021,14450,Put,3.5
1/6/2021,14500,Call,403
1/6/2021,14500,Put,4.4
1/6/2021,14550,Call,354
1/6/2021,14550,Put,5.6
1/6/2021,14600,Call,306
1/6/2021,14600,Put,7.4
1/6/2021,14650,Call,260
1/6/2021,14650,Put,10.5
1/6/2021,14700,Call,216
1/6/2021,14700,Put,14
1/6/2021,14750,Call,172
1/6/2021,14750,Put,21.5
1/6/2021,14800,Call,134
1/6/2021,14800,Put,32.5
1/6/2021,14850,Call,100
1/6/2021,14850,Put,48
1/6/2021,14900,Call,70
1/6/2021,14900,Put,70
1/6/2021,14950,Call,48
1/6/2021,14950,Put,98
1/6/2021,15000,Call,31.5
1/6/2021,15000,Put,131
1/6/2021,15100,Call,13
1/6/2021,15100,Put,213
1/6/2021,15200,Call,4.6
1/6/2021,15200,Put,306
1/6/2021,15400,Call,0.8
1/6/2021,15400,Put,500
1/6/2021,15600,Call,0.4
1/6/2021,15600,Put,700
1/6/2021,15800,Call,0.2
1/6/2021,15800,Put,900
1/6/2021,16000,Call,0.1
1/6/2021,16000,Put,1100
1/6/2021,16200,Call,0.1
1/6/2021,16200,Put,1300
1/6/2021,16400,Call,0.1
1/6/2021,16400,Put,1500
1/20/2021,10600,Call,4270
1/20/2021,10600,Put,2.5
1/20/2021,10700,Call,4170
1/20/2021,10700,Put,2.6
1/20/2021,10800,Call,4070
1/20/2021,10800,Put,2.8
1/20/2021,10900,Call,3970
1/20/2021,10900,Put,2.9
1/20/2021,11000,Call,3880
1/20/2021,11000,Put,3
1/20/2021,11100,Call,3780
1/20/2021,11100,Put,3.4
1/20/2021,11200,Call,3680
1/20/2021,11200,Put,3.5
1/20/2021,11300,Call,3580
1/20/2021,11300,Put,3.7
1/20/2021,11400,Call,3480
1/20/2021,11400,Put,4
1/20/2021,11500,Call,3380
1/20/2021,11500,Put,4.3
1/20/2021,11600,Call,3280
1/20/2021,11600,Put,4.4
1/20/2021,11700,Call,3180
1/20/2021,11700,Put,4.7
1/20/2021,11800,Call,3080
1/20/2021,11800,Put,5
1/20/2021,11900,Call,2980
1/20/2021,11900,Put,5.1
1/20/2021,12000,Call,2880
1/20/2021,12000,Put,5.6
1/20/2021,12100,Call,2780
1/20/2021,12100,Put,5.7
1/20/2021,12200,Call,2680
1/20/2021,12200,Put,6
1/20/2021,12300,Call,2580
1/20/2021,12300,Put,6.3
1/20/2021,12400,Call,2480
1/20/2021,12400,Put,6.8
1/20/2021,12500,Call,2380
1/20/2021,12500,Put,7
1/20/2021,12600,Call,2280
1/20/2021,12600,Put,7.5
1/20/2021,12700,Call,2180
1/20/2021,12700,Put,7.8
1/20/2021,12800,Call,2080
1/20/2021,12800,Put,8.2
1/20/2021,12900,Call,1980
1/20/2021,12900,Put,8.6
1/20/2021,13000,Call,1880
1/20/2021,13000,Put,9.3
1/20/2021,13100,Call,1780
1/20/2021,13100,Put,9.8
1/20/2021,13200,Call,1680
1/20/2021,13200,Put,11
1/20/2021,13300,Call,1580
1/20/2021,13300,Put,11.5
1/20/2021,13400,Call,1480
1/20/2021,13400,Put,12
1/20/2021,13500,Call,1390
1/20/2021,13500,Put,14
1/20/2021,13600,Call,1290
1/20/2021,13600,Put,16
1/20/2021,13700,Call,1190
1/20/2021,13700,Put,17.5
1/20/2021,13800,Call,1090
1/20/2021,13800,Put,19.5
1/20/2021,13900,Call,995
1/20/2021,13900,Put,22.5
1/20/2021,14000,Call,900
1/20/2021,14000,Put,26
1/20/2021,14100,Call,800
1/20/2021,14100,Put,30.5
1/20/2021,14200,Call,710
1/20/2021,14200,Put,38
1/20/2021,14300,Call,620
1/20/2021,14300,Put,46.5
1/20/2021,14400,Call,530
1/20/2021,14400,Put,59
1/20/2021,14500,Call,449
1/20/2021,14500,Put,77
1/20/2021,14600,Call,371
1/20/2021,14600,Put,98
1/20/2021,14700,Call,307
1/20/2021,14700,Put,129
1/20/2021,14800,Call,241
1/20/2021,14800,Put,167
1/20/2021,14900,Call,186
1/20/2021,14900,Put,213
1/20/2021,15000,Call,142
1/20/2021,15000,Put,266
1/20/2021,15200,Call,78
1/20/2021,15200,Put,403
1/20/2021,15400,Call,41.5
1/20/2021,15400,Put,570
1/20/2021,15600,Call,18
1/20/2021,15600,Put,750
1/20/2021,15800,Call,11
1/20/2021,15800,Put,940
1/20/2021,16000,Call,7.6
1/20/2021,16000,Put,1130
1/20/2021,16200,Call,3.8
1/20/2021,16200,Put,1330
1/20/2021,16400,Call,2.8
1/20/2021,16400,Put,1530
1/20/2021,16600,Call,1.7
1/20/2021,16600,Put,1730
1/20/2021,16800,Call,1.3
1/20/2021,16800,Put,1930
1/20/2021,17000,Call,0.8
1/20/2021,17000,Put,2130
2/17/2021,11600,Call,3220
2/17/2021,11600,Put,15
2/17/2021,11700,Call,3120
2/17/2021,11700,Put,15.5
2/17/2021,11800,Call,3020
2/17/2021,11800,Put,16
2/17/2021,11900,Call,2920
2/17/2021,11900,Put,17
2/17/2021,12000,Call,2820
2/17/2021,12000,Put,17.5
2/17/2021,12100,Call,2720
2/17/2021,12100,Put,19
2/17/2021,12200,Call,2620
2/17/2021,12200,Put,20
2/17/2021,12300,Call,2520
2/17/2021,12300,Put,22.5
2/17/2021,12400,Call,2420
2/17/2021,12400,Put,23.5
2/17/2021,12500,Call,2330
2/17/2021,12500,Put,25.5
2/17/2021,12600,Call,2230
2/17/2021,12600,Put,26
2/17/2021,12700,Call,2130
2/17/2021,12700,Put,26.5
2/17/2021,12800,Call,2030
2/17/2021,12800,Put,29
2/17/2021,12900,Call,1930
2/17/2021,12900,Put,32.5
2/17/2021,13000,Call,1840
2/17/2021,13000,Put,36
2/17/2021,13100,Call,1740
