expiry,strike,type,close
1/27/2021,14200,Call,1480
1/27/2021,14200,Put,0.4
1/27/2021,14300,Call,1380
1/27/2021,14300,Put,0.5
1/27/2021,14400,Call,1280
1/27/2021,14400,Put,0.6
1/27/2021,14500,Call,1180
1/27/2021,14500,Put,0.6
1/27/2021,14600,Call,1080
1/27/2021,14600,Put,0.8
1/27/2021,14700,Call,980
1/27/2021,14700,Put,0.9
1/27/2021,14800,Call,880
1/27/2021,14800,Put,1.2
1/27/2021,14900,Call,780
1/27/2021,14900,Put,1.5
1/27/2021,15000,Call,680
1/27/2021,15000,Put,1.9
1/27/2021,15100,Call,580
1/27/2021,15100,Put,2.8
1/27/2021,15200,Call,483
1/27/2021,15200,Put,4.2
1/27/2021,15300,Call,386
1/27/2021,15300,Put,7
1/27/2021,15350,Call,339
1/27/2021,15350,Put,10
1/27/2021,15400,Call,290
1/27/2021,15400,Put,14
1/27/2021,15450,Call,245
1/27/2021,15450,Put,18.5
1/27/2021,15500,Call,207
1/27/2021,15500,Put,27
1/27/2021,15550,Call,165
1/27/2021,15550,Put,37
1/27/2021,15600,Call,129
1/27/2021,15600,Put,48.5
1/27/2021,15650,Call,100
1/27/2021,15650,Put,69
1/27/2021,15700,Call,70
1/27/2021,15700,Put,88
1/27/2021,15750,Call,49.5
1/27/2021,15750,Put,119
1/27/2021,15800,Call,32.5
1/27/2021,15800,Put,149
1/27/2021,15850,Call,21
1/27/2021,15850,Put,192
1/27/2021,15900,Call,12
1/27/2021,15900,Put,228
1/27/2021,15950,Call,7.9
1/27/2021,15950,Put,276
1/27/2021,16000,Call,4.9
1/27/2021,16000,Put,321
1/27/2021,16050,Call,3.4
1/27/2021,16050,Put,371
1/27/2021,16100,Call,2.4
1/27/2021,16100,Put,421
1/27/2021,16150,Call,1.9
1/27/2021,16150,Put,471
1/27/2021,16200,Call,1.6
1/27/2021,16200,Put,520
1/27/2021,16250,Call,1.5
1/27/2021,16250,Put,570
1/27/2021,16300,Call,1.1
1/27/2021,16300,Put,620
1/27/2021,16350,Call,1
1/27/2021,16350,Put,670
1/27/2021,16400,Call,0.9
1/27/2021,16400,Put,720
1/27/2021,16450,Call,0.8
1/27/2021,16450,Put,770
1/27/2021,16500,Call,0.8
1/27/2021,16500,Put,820
1/27/2021,16550,Call,0.8
1/27/2021,16550,Put,870
1/27/2021,16600,Call,0.4
1/27/2021,16600,Put,920
1/27/2021,16700,Call,0.4
1/27/2021,16700,Put,1020
1/27/2021,16800,Call,0.4
1/27/2021,16800,Put,1120
1/27/2021,16900,Call,0.4
