expiry,strike,type,close
1/20/2021,10600,Call,5130
1/20/2021,10600,Put,0.2
1/20/2021,10700,Call,5030
1/20/2021,10700,Put,0.2
1/20/2021,10800,Call,4930
1/20/2021,10800,Put,0.2
1/20/2021,10900,Call,4830
1/20/2021,10900,Put,0.2
1/20/2021,11000,Call,4730
1/20/2021,11000,Put,0.2
1/20/2021,11100,Call,4630
1/20/2021,11100,Put,0.2
1/20/2021,11200,Call,4530
1/20/2021,11200,Put,0.3
1/20/2021,11300,Call,4430
1/20/2021,11300,Put,0.4
1/20/2021,11400,Call,4330
1/20/2021,11400,Put,0.4
1/20/2021,11500,Call,4230
1/20/2021,11500,Put,0.4
1/20/2021,11600,Call,4130
1/20/2021,11600,Put,0.4
1/20/2021,11700,Call,4030
1/20/2021,11700,Put,0.4
1/20/2021,11800,Call,3930
1/20/2021,11800,Put,0.4
1/20/2021,11900,Call,3830
1/20/2021,11900,Put,0.4
1/20/2021,12000,Call,3730
1/20/2021,12000,Put,0.5
1/20/2021,12100,Call,3630
1/20/2021,12100,Put,0.5
1/20/2021,12200,Call,3530
1/20/2021,12200,Put,0.5
1/20/2021,12300,Call,3430
1/20/2021,12300,Put,0.5
1/20/2021,12400,Call,3330
1/20/2021,12400,Put,0.7
1/20/2021,12500,Call,3230
1/20/2021,12500,Put,0.8
1/20/2021,12600,Call,3130
1/20/2021,12600,Put,0.8
1/20/2021,12700,Call,3030
1/20/2021,12700,Put,0.9
1/20/2021,12800,Call,2930
1/20/2021,12800,Put,1
1/20/2021,12900,Call,2830
1/20/2021,12900,Put,1.2
1/20/2021,13000,Call,2730
1/20/2021,13000,Put,1.2
1/20/2021,13100,Call,2630
1/20/2021,13100,Put,1.2
1/20/2021,13200,Call,2530
1/20/2021,13200,Put,1.3
1/20/2021,13300,Call,2430
1/20/2021,13300,Put,1.5
1/20/2021,13400,Call,2330
1/20/2021,13400,Put,1.6
1/20/2021,13500,Call,2230
1/20/2021,13500,Put,1.7
1/20/2021,13600,Call,2130
1/20/2021,13600,Put,1.9
1/20/2021,13700,Call,2030
1/20/2021,13700,Put,2.1
1/20/2021,13800,Call,1930
1/20/2021,13800,Put,2.2
1/20/2021,13900,Call,1830
1/20/2021,13900,Put,2.4
1/20/2021,14000,Call,1730
1/20/2021,14000,Put,3
1/20/2021,14100,Call,1630
1/20/2021,14100,Put,3.1
1/20/2021,14200,Call,1530
1/20/2021,14200,Put,3.2
1/20/2021,14300,Call,1430
1/20/2021,14300,Put,3.9
1/20/2021,14400,Call,1330
1/20/2021,14400,Put,4
1/20/2021,14500,Call,1230
1/20/2021,14500,Put,4.6
1/20/2021,14600,Call,1130
1/20/2021,14600,Put,5.3
1/20/2021,14700,Call,1030
1/20/2021,14700,Put,6
1/20/2021,14800,Call,935
1/20/2021,14800,Put,7.5
1/20/2021,14900,Call,835
1/20/2021,14900,Put,8.6
1/20/2021,15000,Call,740
1/20/2021,15000,Put,11.5
1/20/2021,15050,Call,690
1/20/2021,15050,Put,12
1/20/2021,15100,Call,645
1/20/2021,15100,Put,14.5
1/20/2021,15150,Call,595
1/20/2021,15150,Put,17.5
1/20/2021,15200,Call,550
1/20/2021,15200,Put,21
1/20/2021,15250,Call,500
1/20/2021,15250,Put,25
1/20/2021,15300,Call,457
1/20/2021,15300,Put,30.5
1/20/2021,15350,Call,418
1/20/2021,15350,Put,37.5
